age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager
39,no,travel_rarely,1132,research_&_development,1,bachelor,medical,1,417,high,male,48,very_high,3,healthcare_representative,very_high,divorced,9613,10942,0,y,no,17,excellent,low,80,3,19,5,good,18,10,3,7
36,no,non_travel,1105,research_&_development,24,master,life_sciences,1,419,medium,female,47,high,2,laboratory_technician,medium,married,5674,6927,7,y,no,15,excellent,high,80,1,11,3,better,9,8,0,8
32,no,travel_rarely,906,sales,7,bachelor,life_sciences,1,420,very_high,male,91,medium,2,sales_executive,high,married,5484,16985,1,y,no,14,excellent,high,80,1,13,3,good,13,8,4,8
38,no,travel_rarely,849,research_&_development,25,college,life_sciences,1,421,low,female,81,medium,3,research_director,medium,married,12061,26707,3,y,no,17,excellent,high,80,1,19,2,better,10,8,0,1
58,no,non_travel,390,research_&_development,1,master,life_sciences,1,422,very_high,male,32,low,2,healthcare_representative,high,divorced,5660,17056,2,y,yes,13,excellent,very_high,80,1,12,2,better,5,3,1,2
31,no,travel_rarely,691,research_&_development,5,master,technical_degree,1,423,high,male,86,high,1,research_scientist,very_high,married,4821,10077,0,y,yes,12,excellent,high,80,1,6,4,better,5,2,0,3
31,no,travel_rarely,106,human_resources,2,bachelor,human_resources,1,424,low,male,62,medium,2,human_resources,low,married,6410,17822,3,y,no,12,excellent,very_high,80,0,9,1,better,2,2,1,0
45,no,travel_frequently,1249,research_&_development,7,bachelor,life_sciences,1,425,low,male,97,high,3,laboratory_technician,low,divorced,5210,20308,1,y,no,18,excellent,low,80,1,24,2,better,24,9,9,11
31,no,travel_rarely,192,research_&_development,2,master,life_sciences,1,426,high,male,32,high,1,research_scientist,very_high,divorced,2695,7747,0,y,yes,18,excellent,medium,80,1,3,2,bad,2,2,2,2
33,no,travel_frequently,553,research_&_development,5,master,life_sciences,1,428,very_high,female,74,high,3,manager,medium,married,11878,23364,6,y,no,11,excellent,medium,80,2,12,2,better,10,6,8,8
39,no,travel_rarely,117,research_&_development,10,below_college,medical,1,429,high,male,99,high,4,manager,low,married,17068,5355,1,y,yes,14,excellent,very_high,80,0,21,3,better,21,9,11,10
43,no,travel_frequently,185,research_&_development,10,master,life_sciences,1,430,high,female,33,high,1,laboratory_technician,very_high,single,2455,10675,0,y,no,19,excellent,low,80,0,9,5,better,8,7,1,7
49,no,travel_rarely,1091,research_&_development,1,college,technical_degree,1,431,high,female,90,medium,4,healthcare_representative,high,single,13964,17810,7,y,yes,12,excellent,very_high,80,0,25,2,better,7,1,0,7
52,yes,travel_rarely,723,research_&_development,8,master,medical,1,433,high,male,85,medium,2,research_scientist,medium,married,4941,17747,2,y,no,15,excellent,low,80,0,11,3,good,8,2,7,7
27,no,travel_rarely,1220,research_&_development,5,bachelor,life_sciences,1,434,high,female,85,high,1,research_scientist,medium,single,2478,20938,1,y,yes,12,excellent,medium,80,0,4,2,good,4,3,1,2
32,no,travel_rarely,588,sales,8,college,technical_degree,1,436,high,female,65,medium,2,sales_executive,medium,married,5228,24624,1,y,yes,11,excellent,very_high,80,0,13,2,better,13,12,11,9
27,no,travel_rarely,1377,sales,2,bachelor,life_sciences,1,437,very_high,male,74,high,2,sales_executive,high,single,4478,5242,1,y,yes,11,excellent,low,80,0,5,3,better,5,4,0,4
31,no,travel_rarely,691,sales,7,bachelor,marketing,1,438,very_high,male,73,high,2,sales_executive,very_high,divorced,7547,7143,4,y,no,12,excellent,very_high,80,3,13,3,better,7,7,1,7
32,no,travel_rarely,1018,research_&_development,2,master,medical,1,439,low,female,74,very_high,2,research_scientist,very_high,single,5055,10557,7,y,no,16,excellent,high,80,0,10,0,good,7,7,0,7
28,yes,travel_rarely,1157,research_&_development,2,master,medical,1,440,low,male,84,low,1,research_scientist,very_high,married,3464,24737,5,y,yes,13,excellent,very_high,80,0,5,4,good,3,2,2,2
30,no,travel_rarely,1275,research_&_development,28,college,medical,1,441,very_high,female,64,high,2,research_scientist,very_high,married,5775,11934,1,y,no,13,excellent,very_high,80,2,11,2,better,10,8,1,9
31,no,travel_frequently,798,research_&_development,7,college,life_sciences,1,442,high,female,48,medium,3,manufacturing_director,high,married,8943,14034,1,y,no,24,outstanding,low,80,1,10,2,better,10,9,8,9
39,no,travel_frequently,672,research_&_development,7,college,medical,1,444,high,male,54,medium,5,manager,very_high,married,19272,21141,1,y,no,15,excellent,low,80,1,21,2,better,21,9,13,3
39,yes,travel_rarely,1162,sales,3,college,medical,1,445,very_high,female,41,high,2,sales_executive,high,married,5238,17778,4,y,yes,18,excellent,low,80,0,12,3,good,1,0,0,0
33,no,travel_frequently,508,sales,10,bachelor,marketing,1,446,medium,male,46,medium,2,sales_executive,very_high,single,4682,4317,3,y,no,14,excellent,high,80,0,9,6,good,7,7,0,1
47,no,travel_rarely,1482,research_&_development,5,doctor,life_sciences,1,447,very_high,male,42,high,5,research_director,high,married,18300,16375,4,y,no,11,excellent,medium,80,1,21,2,better,3,2,1,1
43,no,travel_frequently,559,research_&_development,10,master,life_sciences,1,448,high,female,82,medium,2,laboratory_technician,high,divorced,5257,6227,1,y,no,11,excellent,medium,80,1,9,3,best,9,7,0,0
27,no,non_travel,210,sales,1,below_college,marketing,1,449,high,male,73,high,2,sales_executive,medium,married,6349,22107,0,y,yes,13,excellent,very_high,80,1,6,0,better,5,4,1,4
54,no,travel_frequently,928,research_&_development,20,master,life_sciences,1,450,very_high,female,31,high,2,research_scientist,high,single,4869,16885,3,y,no,12,excellent,very_high,80,0,20,4,good,4,3,0,3
43,no,travel_rarely,1001,research_&_development,7,bachelor,life_sciences,1,451,high,female,43,high,3,healthcare_representative,low,married,9985,9262,8,y,no,16,excellent,low,80,1,10,1,good,1,0,0,0
45,no,travel_rarely,549,research_&_development,8,master,other,1,452,very_high,male,75,high,2,research_scientist,very_high,married,3697,9278,9,y,no,14,excellent,low,80,2,12,3,better,10,9,9,8
40,no,travel_rarely,1124,sales,1,college,medical,1,453,medium,male,57,low,2,sales_executive,very_high,married,7457,13273,2,y,yes,22,outstanding,high,80,3,6,2,good,4,3,0,2
29,yes,travel_rarely,318,research_&_development,8,master,other,1,454,medium,male,77,low,1,laboratory_technician,low,married,2119,4759,1,y,yes,11,excellent,very_high,80,0,7,4,good,7,7,0,7
29,no,travel_rarely,738,research_&_development,9,doctor,other,1,455,medium,male,30,medium,1,laboratory_technician,very_high,single,3983,7621,0,y,no,17,excellent,high,80,0,4,2,better,3,2,2,2
30,no,travel_rarely,570,sales,5,bachelor,marketing,1,456,very_high,female,30,medium,2,sales_executive,high,divorced,6118,5431,1,y,no,13,excellent,high,80,3,10,2,better,10,9,1,2
27,no,travel_rarely,1130,sales,8,master,marketing,1,458,medium,female,56,high,2,sales_executive,medium,married,6214,3415,1,y,no,18,excellent,low,80,1,8,3,better,8,7,0,7
37,no,travel_rarely,1192,research_&_development,5,college,medical,1,460,very_high,male,61,high,2,manufacturing_director,very_high,divorced,6347,23177,7,y,no,16,excellent,high,80,2,8,2,good,6,2,0,4
38,no,travel_rarely,343,research_&_development,15,college,life_sciences,1,461,high,male,92,medium,3,research_director,very_high,divorced,11510,15682,0,y,yes,14,excellent,medium,80,1,12,3,better,11,10,2,9
31,no,travel_rarely,1232,research_&_development,7,master,medical,1,462,high,female,39,high,3,manufacturing_director,very_high,single,7143,25713,1,y,yes,14,excellent,high,80,0,11,2,good,11,9,4,10
29,no,travel_rarely,144,sales,10,below_college,marketing,1,463,very_high,female,39,medium,2,sales_executive,medium,divorced,8268,11866,1,y,yes,14,excellent,low,80,2,7,2,better,7,7,1,7
35,no,travel_rarely,1296,research_&_development,5,master,technical_degree,1,464,high,male,62,high,3,manufacturing_director,medium,single,8095,18264,0,y,no,13,excellent,very_high,80,0,17,5,better,16,6,0,13
23,no,travel_rarely,1309,research_&_development,26,below_college,life_sciences,1,465,high,male,83,high,1,research_scientist,very_high,divorced,2904,16092,1,y,no,12,excellent,high,80,2,4,2,good,4,2,0,2
41,no,travel_rarely,483,research_&_development,6,bachelor,medical,1,466,very_high,male,95,medium,2,manufacturing_director,medium,single,6032,10110,6,y,yes,15,excellent,very_high,80,0,8,3,better,5,4,1,2
47,no,travel_frequently,1309,sales,4,below_college,medical,1,467,medium,male,99,high,2,sales_representative,high,single,2976,25751,3,y,no,19,excellent,low,80,0,5,3,better,0,0,0,0
42,no,travel_rarely,810,research_&_development,23,doctor,life_sciences,1,468,low,female,44,high,4,research_director,very_high,single,15992,15901,2,y,no,14,excellent,medium,80,0,16,2,better,1,0,0,0
29,no,non_travel,746,sales,2,bachelor,life_sciences,1,469,very_high,male,61,high,2,sales_executive,high,married,4649,16928,1,y,no,14,excellent,low,80,1,4,3,good,4,3,0,2
42,no,travel_rarely,544,human_resources,2,below_college,technical_degree,1,470,high,male,52,high,1,human_resources,high,divorced,2696,24017,0,y,yes,11,excellent,high,80,1,4,5,better,3,2,1,0
32,no,travel_rarely,1062,research_&_development,2,bachelor,medical,1,471,high,female,75,high,1,laboratory_technician,medium,married,2370,3956,1,y,no,13,excellent,high,80,1,8,4,better,8,0,0,7
48,no,travel_rarely,530,sales,29,below_college,medical,1,473,low,female,91,high,3,manager,high,married,12504,23978,3,y,no,21,outstanding,medium,80,1,15,3,bad,0,0,0,0
37,no,travel_rarely,1319,research_&_development,6,bachelor,medical,1,474,high,male,51,very_high,2,research_scientist,low,divorced,5974,17001,4,y,yes,13,excellent,low,80,2,13,2,better,7,7,6,7
30,no,non_travel,641,sales,25,college,technical_degree,1,475,very_high,female,85,high,2,sales_executive,high,married,4736,6069,7,y,yes,12,excellent,medium,80,1,4,2,best,2,2,2,2
26,no,travel_rarely,933,sales,1,bachelor,life_sciences,1,476,high,male,57,high,2,sales_executive,high,married,5296,20156,1,y,no,17,excellent,medium,80,1,8,3,better,8,7,7,7
42,no,travel_rarely,1332,research_&_development,2,master,other,1,477,low,male,98,medium,2,healthcare_representative,very_high,single,6781,17078,3,y,no,23,outstanding,medium,80,0,14,6,better,1,0,0,0
21,yes,travel_frequently,756,sales,1,below_college,technical_degree,1,478,low,female,99,medium,1,sales_representative,medium,single,2174,9150,1,y,yes,11,excellent,high,80,0,3,3,better,3,2,1,2
36,no,non_travel,845,sales,1,doctor,medical,1,479,very_high,female,45,high,2,sales_executive,very_high,single,6653,15276,4,y,no,15,excellent,medium,80,0,7,6,better,1,0,0,0
36,no,travel_frequently,541,sales,3,master,medical,1,481,low,male,48,medium,3,sales_executive,very_high,married,9699,7246,4,y,no,11,excellent,low,80,1,16,2,better,13,9,1,12
57,no,travel_rarely,593,research_&_development,1,master,medical,1,482,very_high,male,88,high,2,healthcare_representative,high,married,6755,2967,2,y,no,11,excellent,high,80,0,15,2,better,3,2,1,2
40,no,travel_rarely,1171,research_&_development,10,master,life_sciences,1,483,very_high,female,46,very_high,1,laboratory_technician,high,married,2213,22495,3,y,yes,13,excellent,high,80,1,10,3,better,7,7,1,7
21,no,non_travel,895,sales,9,college,medical,1,484,low,male,39,high,1,sales_representative,very_high,single,2610,2851,1,y,no,24,outstanding,high,80,0,3,3,good,3,2,2,2
33,yes,travel_rarely,350,sales,5,bachelor,marketing,1,485,very_high,female,34,high,1,sales_representative,high,single,2851,9150,1,y,yes,13,excellent,medium,80,0,1,2,better,1,0,0,0
37,no,travel_rarely,921,research_&_development,10,bachelor,medical,1,486,high,female,98,high,1,laboratory_technician,low,married,3452,17663,6,y,no,20,outstanding,medium,80,1,17,3,better,5,4,0,3
46,no,non_travel,1144,research_&_development,7,master,medical,1,487,high,female,30,high,2,manufacturing_director,high,married,5258,16044,2,y,no,14,excellent,high,80,0,7,2,best,1,0,0,0
41,yes,travel_frequently,143,sales,4,bachelor,marketing,1,488,low,male,56,high,2,sales_executive,medium,single,9355,9558,1,y,no,18,excellent,high,80,0,8,5,better,8,7,7,7
50,no,travel_rarely,1046,research_&_development,10,bachelor,technical_degree,1,491,very_high,male,100,medium,3,healthcare_representative,very_high,single,10496,2755,6,y,no,15,excellent,very_high,80,0,20,2,better,4,3,1,3
40,yes,travel_rarely,575,sales,22,college,marketing,1,492,high,male,68,medium,2,sales_executive,high,married,6380,6110,2,y,yes,12,excellent,low,80,2,8,6,better,6,4,1,0
31,no,travel_rarely,408,research_&_development,9,master,life_sciences,1,493,high,male,42,medium,1,research_scientist,medium,single,2657,7551,0,y,yes,16,excellent,very_high,80,0,3,5,better,2,2,2,2
21,yes,travel_rarely,156,sales,12,bachelor,life_sciences,1,494,high,female,90,very_high,1,sales_representative,medium,single,2716,25422,1,y,no,15,excellent,very_high,80,0,1,0,better,1,0,0,0
29,no,travel_rarely,1283,research_&_development,23,bachelor,life_sciences,1,495,very_high,male,54,high,1,research_scientist,very_high,single,2201,18168,9,y,no,16,excellent,very_high,80,0,6,4,better,3,2,1,2
35,no,travel_rarely,755,research_&_development,9,master,life_sciences,1,496,high,male,97,medium,2,healthcare_representative,medium,single,6540,19394,9,y,no,19,excellent,high,80,0,10,5,better,1,1,0,0
27,no,travel_rarely,1469,research_&_development,1,college,medical,1,497,very_high,male,82,high,1,laboratory_technician,medium,divorced,3816,17881,1,y,no,11,excellent,medium,80,1,5,2,better,5,2,0,4
28,no,travel_rarely,304,sales,9,master,life_sciences,1,498,medium,male,92,high,2,sales_executive,very_high,single,5253,20750,1,y,no,16,excellent,very_high,80,0,7,1,better,7,5,0,7
49,no,travel_rarely,1261,research_&_development,7,bachelor,other,1,499,medium,male,31,medium,3,healthcare_representative,high,single,10965,12066,8,y,no,24,outstanding,high,80,0,26,2,better,5,2,0,0
51,no,travel_rarely,1178,sales,14,college,life_sciences,1,500,high,female,87,high,2,sales_executive,very_high,married,4936,14862,4,y,no,11,excellent,high,80,1,18,2,good,7,7,0,7
36,no,travel_rarely,329,research_&_development,2,bachelor,life_sciences,1,501,very_high,female,96,high,1,research_scientist,high,married,2543,11868,4,y,no,13,excellent,medium,80,1,6,3,better,2,2,2,2
34,yes,non_travel,1362,sales,19,bachelor,marketing,1,502,low,male,67,very_high,2,sales_executive,very_high,single,5304,4652,8,y,yes,13,excellent,medium,80,0,9,3,good,5,2,0,4
55,no,travel_rarely,1311,research_&_development,2,bachelor,life_sciences,1,505,high,female,97,high,4,manager,very_high,single,16659,23258,2,y,yes,13,excellent,high,80,0,30,2,better,5,4,1,2
24,no,travel_rarely,1371,sales,10,master,marketing,1,507,very_high,female,77,high,2,sales_executive,high,divorced,4260,5915,1,y,yes,12,excellent,very_high,80,1,5,2,best,5,2,0,3
30,no,travel_rarely,202,sales,2,below_college,technical_degree,1,508,high,male,72,high,1,sales_representative,medium,married,2476,17434,1,y,no,18,excellent,low,80,1,1,3,better,1,0,0,0
26,yes,travel_frequently,575,research_&_development,3,below_college,technical_degree,1,510,high,male,73,high,1,research_scientist,low,single,3102,6582,0,y,no,22,outstanding,high,80,0,7,2,better,6,4,0,4
22,no,travel_rarely,253,research_&_development,11,bachelor,medical,1,511,low,female,43,high,1,research_scientist,medium,married,2244,24440,1,y,no,13,excellent,very_high,80,1,2,1,better,2,1,1,2
36,no,travel_rarely,164,sales,2,college,medical,1,513,medium,male,61,medium,3,sales_executive,high,married,7596,3809,1,y,no,13,excellent,medium,80,2,10,2,better,10,9,9,0
30,yes,travel_frequently,464,research_&_development,4,bachelor,technical_degree,1,514,high,male,40,high,1,research_scientist,very_high,single,2285,3427,9,y,yes,23,outstanding,high,80,0,3,4,better,1,0,0,0
37,no,travel_rarely,1107,research_&_development,14,bachelor,life_sciences,1,515,very_high,female,95,high,1,laboratory_technician,low,divorced,3034,26914,1,y,no,12,excellent,high,80,1,18,2,good,18,7,12,17
40,no,travel_rarely,759,sales,2,college,marketing,1,516,very_high,female,46,high,2,sales_executive,medium,divorced,5715,22553,7,y,no,12,excellent,high,80,2,8,5,better,5,4,1,3
42,no,travel_rarely,201,research_&_development,1,master,life_sciences,1,517,medium,female,95,high,1,laboratory_technician,low,divorced,2576,20490,3,y,no,16,excellent,medium,80,1,8,5,better,5,2,1,2
37,no,travel_rarely,1305,research_&_development,10,master,life_sciences,1,518,high,male,49,high,2,manufacturing_director,medium,single,4197,21123,2,y,yes,12,excellent,very_high,80,0,18,2,good,1,0,0,1
43,no,travel_rarely,982,research_&_development,12,bachelor,life_sciences,1,520,low,male,59,medium,4,research_director,medium,divorced,14336,4345,1,y,no,11,excellent,high,80,1,25,3,better,25,10,3,9
40,no,travel_rarely,555,research_&_development,2,bachelor,medical,1,521,medium,female,78,medium,2,laboratory_technician,high,married,3448,13436,6,y,no,22,outstanding,medium,80,1,20,3,better,1,0,0,0
54,no,travel_rarely,821,research_&_development,5,college,medical,1,522,low,male,86,high,5,research_director,low,married,19406,8509,4,y,no,11,excellent,high,80,1,24,4,good,4,2,1,2
34,no,non_travel,1381,sales,4,master,marketing,1,523,high,female,72,high,2,sales_executive,high,married,6538,12740,9,y,no,15,excellent,low,80,1,6,3,better,3,2,1,2
31,no,travel_rarely,480,research_&_development,7,college,medical,1,524,medium,female,31,high,2,manufacturing_director,low,married,4306,4156,1,y,no,12,excellent,medium,80,1,13,5,bad,13,10,3,12
43,no,travel_frequently,313,research_&_development,21,bachelor,medical,1,525,very_high,male,61,high,1,laboratory_technician,very_high,married,2258,15238,7,y,no,20,outstanding,low,80,1,8,1,better,3,2,1,2
43,no,travel_rarely,1473,research_&_development,8,master,other,1,526,high,female,74,high,2,healthcare_representative,high,divorced,4522,2227,4,y,yes,14,excellent,very_high,80,0,8,3,better,5,2,0,2
25,no,travel_rarely,891,sales,4,college,life_sciences,1,527,medium,female,99,medium,2,sales_executive,very_high,single,4487,12090,1,y,yes,11,excellent,medium,80,0,5,3,better,5,4,1,3
37,no,non_travel,1063,research_&_development,25,doctor,medical,1,529,medium,female,72,high,2,research_scientist,high,married,4449,23866,3,y,yes,15,excellent,low,80,2,15,2,better,13,11,10,7
31,no,travel_rarely,329,research_&_development,1,college,life_sciences,1,530,very_high,male,98,medium,1,laboratory_technician,low,married,2218,16193,1,y,no,12,excellent,high,80,1,4,3,better,4,2,3,2
39,no,travel_frequently,1218,research_&_development,1,below_college,life_sciences,1,531,medium,male,52,high,5,manager,high,divorced,19197,8213,1,y,yes,14,excellent,high,80,1,21,3,better,21,8,1,6
56,no,travel_frequently,906,sales,6,bachelor,life_sciences,1,532,high,female,86,very_high,4,sales_executive,low,married,13212,18256,9,y,no,11,excellent,very_high,80,3,36,0,good,7,7,7,7
30,no,travel_rarely,1082,sales,12,bachelor,technical_degree,1,533,medium,female,83,high,2,sales_executive,high,single,6577,19558,0,y,no,11,excellent,medium,80,0,6,6,better,5,4,4,4
41,no,travel_rarely,645,sales,1,bachelor,marketing,1,534,medium,male,49,very_high,3,sales_executive,low,married,8392,19566,1,y,no,16,excellent,high,80,1,10,2,better,10,7,0,7
28,no,travel_rarely,1300,research_&_development,17,college,medical,1,536,high,male,79,high,2,laboratory_technician,low,divorced,4558,13535,1,y,no,12,excellent,very_high,80,1,10,2,better,10,0,1,8
25,yes,travel_rarely,688,research_&_development,3,bachelor,medical,1,538,low,male,91,high,1,laboratory_technician,low,married,4031,9396,5,y,no,13,excellent,high,80,1,6,5,better,2,2,0,2
52,no,travel_rarely,319,research_&_development,3,bachelor,medical,1,543,very_high,male,39,medium,3,manufacturing_director,high,married,7969,19609,2,y,yes,14,excellent,high,80,0,28,4,better,5,4,0,4
45,no,travel_rarely,192,research_&_development,10,college,life_sciences,1,544,low,male,69,high,1,research_scientist,very_high,married,2654,9655,3,y,no,21,outstanding,very_high,80,2,8,3,good,2,2,0,2
52,no,travel_rarely,1490,research_&_development,4,college,life_sciences,1,546,very_high,female,30,high,4,manager,very_high,married,16555,10310,2,y,no,13,excellent,very_high,80,0,31,2,bad,5,2,1,4
42,no,travel_frequently,532,research_&_development,29,college,life_sciences,1,547,low,female,92,high,2,research_scientist,high,divorced,4556,12932,2,y,no,11,excellent,medium,80,1,19,3,better,5,4,0,2
30,no,travel_rarely,317,research_&_development,2,bachelor,life_sciences,1,548,high,female,43,low,2,manufacturing_director,very_high,single,6091,24793,2,y,no,20,outstanding,high,80,0,11,2,better,5,4,0,2
60,no,travel_rarely,422,research_&_development,7,bachelor,life_sciences,1,549,low,female,41,high,5,manager,low,married,19566,3854,5,y,no,11,excellent,very_high,80,0,33,5,bad,29,8,11,10
46,no,travel_rarely,1485,research_&_development,18,bachelor,medical,1,550,high,female,87,high,2,manufacturing_director,high,divorced,4810,26314,2,y,no,14,excellent,high,80,1,19,5,good,10,7,0,8
42,no,travel_frequently,1368,research_&_development,28,master,technical_degree,1,551,very_high,female,88,medium,2,healthcare_representative,very_high,married,4523,4386,0,y,no,11,excellent,very_high,80,3,7,4,best,6,5,0,4
24,yes,travel_rarely,1448,sales,1,below_college,technical_degree,1,554,low,female,62,high,1,sales_representative,medium,single,3202,21972,1,y,yes,16,excellent,medium,80,0,6,4,better,5,3,1,4
34,yes,travel_frequently,296,sales,6,college,marketing,1,555,very_high,female,33,low,1,sales_representative,high,divorced,2351,12253,0,y,no,16,excellent,very_high,80,1,3,3,good,2,2,1,0
38,no,travel_frequently,1490,research_&_development,2,college,life_sciences,1,556,very_high,male,42,high,1,laboratory_technician,very_high,married,1702,12106,1,y,yes,23,outstanding,high,80,1,1,3,better,1,0,0,0
40,no,travel_rarely,1398,sales,2,master,life_sciences,1,558,high,female,79,high,5,manager,high,married,18041,13022,0,y,no,14,excellent,very_high,80,0,21,2,better,20,15,1,12
26,no,travel_rarely,1349,research_&_development,23,bachelor,life_sciences,1,560,low,female,90,high,1,research_scientist,very_high,divorced,2886,3032,1,y,no,22,outstanding,medium,80,2,3,3,bad,3,2,0,2
30,no,non_travel,1400,research_&_development,3,bachelor,life_sciences,1,562,high,male,53,high,1,laboratory_technician,very_high,married,2097,16734,4,y,no,15,excellent,high,80,1,9,3,bad,5,3,1,4
29,no,travel_rarely,986,research_&_development,3,master,medical,1,564,medium,male,93,medium,3,research_director,high,married,11935,21526,1,y,no,18,excellent,high,80,0,10,2,better,10,2,0,7
29,yes,travel_rarely,408,research_&_development,25,doctor,technical_degree,1,565,high,female,71,medium,1,research_scientist,medium,married,2546,18300,5,y,no,16,excellent,medium,80,0,6,2,best,2,2,1,1
19,yes,travel_rarely,489,human_resources,2,college,technical_degree,1,566,low,male,52,medium,1,human_resources,very_high,single,2564,18437,1,y,no,12,excellent,high,80,0,1,3,best,1,0,0,0
30,no,non_travel,1398,sales,22,master,other,1,567,high,female,69,high,3,sales_executive,low,married,8412,2890,0,y,no,11,excellent,high,80,0,10,3,better,9,8,7,8
57,no,travel_rarely,210,sales,29,bachelor,marketing,1,568,low,male,56,medium,4,manager,very_high,divorced,14118,22102,3,y,no,12,excellent,high,80,1,32,3,good,1,0,0,0
50,no,travel_rarely,1099,research_&_development,29,master,life_sciences,1,569,medium,male,88,medium,4,manager,high,married,17046,9314,0,y,no,15,excellent,medium,80,1,28,2,better,27,10,15,7
30,no,non_travel,1116,research_&_development,2,bachelor,medical,1,571,high,female,49,high,1,laboratory_technician,very_high,single,2564,7181,0,y,no,14,excellent,high,80,0,12,2,good,11,7,6,7
60,no,travel_frequently,1499,sales,28,bachelor,marketing,1,573,high,female,80,medium,3,sales_executive,low,married,10266,2845,4,y,no,19,excellent,very_high,80,0,22,5,best,18,13,13,11
47,no,travel_rarely,983,research_&_development,2,college,medical,1,574,low,female,65,high,2,manufacturing_director,very_high,divorced,5070,7389,5,y,no,13,excellent,high,80,3,20,2,better,5,0,0,4
46,no,travel_rarely,1009,research_&_development,2,bachelor,life_sciences,1,575,low,male,51,high,4,research_director,high,married,17861,2288,6,y,no,13,excellent,high,80,0,26,2,bad,3,2,0,1
35,no,travel_rarely,144,research_&_development,22,bachelor,life_sciences,1,577,very_high,male,46,low,1,laboratory_technician,high,single,4230,19225,0,y,no,15,excellent,high,80,0,6,2,better,5,4,4,3
54,no,travel_rarely,548,research_&_development,8,master,life_sciences,1,578,high,female,42,high,2,laboratory_technician,high,single,3780,23428,7,y,no,11,excellent,high,80,0,19,3,better,1,0,0,0
34,no,travel_rarely,1303,research_&_development,2,master,life_sciences,1,579,very_high,male,62,medium,1,research_scientist,high,divorced,2768,8416,3,y,no,12,excellent,high,80,1,14,3,better,7,3,5,7
46,no,travel_rarely,1125,sales,10,bachelor,marketing,1,580,high,female,94,medium,3,sales_executive,very_high,married,9071,11563,2,y,yes,19,excellent,high,80,1,15,3,better,3,2,1,2
31,no,travel_rarely,1274,research_&_development,9,below_college,life_sciences,1,581,high,male,33,high,3,manufacturing_director,medium,divorced,10648,14394,1,y,no,25,outstanding,very_high,80,1,13,6,best,13,8,0,8
33,yes,travel_rarely,1277,research_&_development,15,below_college,medical,1,582,medium,male,56,high,3,manager,high,married,13610,24619,7,y,yes,12,excellent,very_high,80,0,15,2,best,7,6,7,7
33,yes,travel_rarely,587,research_&_development,10,below_college,medical,1,584,low,male,38,low,1,laboratory_technician,very_high,divorced,3408,6705,7,y,no,13,excellent,low,80,3,8,2,better,4,3,1,3
30,no,travel_rarely,413,sales,7,below_college,marketing,1,585,very_high,male,57,high,1,sales_representative,medium,single,2983,18398,0,y,no,14,excellent,low,80,0,4,3,better,3,2,1,2
35,no,travel_rarely,1276,research_&_development,16,bachelor,life_sciences,1,586,very_high,male,72,high,3,healthcare_representative,high,married,7632,14295,4,y,yes,12,excellent,high,80,0,10,2,better,8,7,0,0
31,yes,travel_frequently,534,research_&_development,20,bachelor,life_sciences,1,587,low,male,66,high,3,healthcare_representative,high,married,9824,22908,3,y,no,12,excellent,low,80,0,12,2,better,1,0,0,0
34,yes,travel_frequently,988,human_resources,23,bachelor,human_resources,1,590,medium,female,43,high,3,human_resources,low,divorced,9950,11533,9,y,yes,15,excellent,high,80,3,11,2,better,3,2,0,2
42,no,travel_frequently,1474,research_&_development,5,college,other,1,591,medium,male,97,high,1,laboratory_technician,high,married,2093,9260,4,y,no,17,excellent,very_high,80,1,8,4,better,2,2,2,0
36,no,non_travel,635,sales,10,master,medical,1,592,medium,male,32,high,3,sales_executive,very_high,single,9980,15318,1,y,no,14,excellent,very_high,80,0,10,3,good,10,3,9,7
22,yes,travel_frequently,1368,research_&_development,4,below_college,technical_degree,1,593,high,male,99,medium,1,laboratory_technician,high,single,3894,9129,5,y,no,16,excellent,high,80,0,4,3,better,2,2,1,2
48,no,travel_rarely,163,sales,2,doctor,marketing,1,595,medium,female,37,high,2,sales_executive,very_high,married,4051,19658,2,y,no,14,excellent,low,80,1,14,2,better,9,7,6,7
55,no,travel_rarely,1117,sales,18,doctor,life_sciences,1,597,low,female,83,high,4,manager,medium,single,16835,9873,3,y,no,23,outstanding,very_high,80,0,37,2,better,10,9,7,7
41,no,non_travel,267,sales,10,college,life_sciences,1,599,very_high,male,56,high,2,sales_executive,very_high,single,6230,13430,7,y,no,14,excellent,very_high,80,0,16,3,better,14,3,1,10
35,no,travel_rarely,619,sales,1,bachelor,marketing,1,600,medium,male,85,high,2,sales_executive,high,married,4717,18659,9,y,no,11,excellent,high,80,0,15,2,better,11,9,6,9
40,no,travel_rarely,302,research_&_development,6,bachelor,life_sciences,1,601,medium,female,75,high,4,manufacturing_director,high,single,13237,20364,7,y,no,15,excellent,high,80,0,22,3,better,20,6,5,13
39,no,travel_frequently,443,research_&_development,8,below_college,life_sciences,1,602,high,female,48,high,1,laboratory_technician,high,married,3755,17872,1,y,no,11,excellent,low,80,1,8,3,better,8,3,0,7
